pid, bhid, bhhsize, bage, doby, bsex, race, racel, yr2uk4, bmastat, bnchild, bnkids, bnch02, bnch34, bnch511, bnch1215, bjbstat, degree, resp_sec_5cat_b, parent_sec_5cat_b, bvote1, bvote2, bvote4, bvote5, bvote6, bvote7, bvote8, borgm, borgma, borgmb, borgmj, borgaf, borgmg, 
9895310, 98340585, 4, 34, 1958, female, white, white br, inapplic, married, 2, 2, 2, none, none, 1, family c, 1, II/IIIa, II/IIIa, yes, inapplic, conserva, not very, fairly i, can't vo, conserva, yes, not ment, not ment, not ment, not ment, not ment, 
31893934, 14711300, 2, 69, 1923, male, white, inapplic, inapplic, married, 0, none, none, none, none, none, retired, 0, II/IIIa, II/IIIa, no, yes, lib dem, not very, very int, can't vo, labour, no, not ment, not ment, not ment, not ment, not ment, 
82624027, 14711300, 2, 67, 1925, female, white, white br, inapplic, married, 0, none, none, none, none, none, family c, 0, II/IIIa, II/IIIa, no, yes, lib dem, not very, not very, no, lib dem, yes, not ment, not ment, not ment, not ment, not ment, 
37874430, 53210304, 3, 53, 1939, male, white, inapplic, inapplic, married, 0, none, none, none, none, none, self-emp, 0, IV, V/VI, no, no, none, not at  a, not very, no, lib dem, no, not ment, not ment, not ment, not ment, not ment, 
2414469, 53210304, 3, 52, 1940, female, white, inapplic, inapplic, married, 0, none, none, none, none, none, employed, 0, II/IIIa, V/VI, no, no, none, not at  a, not very, can't vo, lib dem, yes, not ment, not ment, not ment, not ment, not ment, 
84395803, 53210304, 3, 26, 1966, female, white, inapplic, inapplic, never ma, 0, none, none, none, none, none, employed, 1, VII/IIIb, VII/IIIb, no, no, none, not at  a, not very, no, labour, no, not ment, not ment, not ment, not ment, not ment, 
47155067, 31890861, 4, 39, 1953, male, white, inapplic, inapplic, married, 2, 2, 2, none, none, none, employed, 0, II/IIIa, V/VI, no, yes, conserva, not very, not very, no, conserva, yes, not ment, not ment, member s, not ment, not ment, 
59495103, 31890861, 4, 38, 1954, female, white, white br, inapplic, married, 2, 2, 2, none, none, none, employed, 0, VII/IIIb, V/VI, no, no, none, not at  a, not at a, no, conserva, yes, not ment, member t, not ment, not ment, not ment, 
21816351, 31890861, 4, 17, 1974, female, white, white br, inapplic, never ma, 0, 2, 2, none, none, none, ft studt, 0, V/VI, II/IIIa, no, yes, green pa, not very, fairly i, yes, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
31615590, 51010018, 1, 28, 1963, female, white, white br, inapplic, never ma, 0, none, none, none, none, none, employed, 1, II/IIIa, II/IIIa, no, no, none, not very, very int, yes, inapplic, yes, not ment, not ment, member s, not ment, not ment, 
47575365, 65601055, 4, 33, 1959, male, white, inapplic, inapplic, married, 2, 2, 2, none, 1, 1, employed, 0, IV, V/VI, yes, inapplic, conserva, fairly s, not very, can't vo, conserva, yes, not ment, not ment, not ment, not ment, not ment, 
35935408, 65601055, 4, 32, 1960, female, white, white br, inapplic, married, 2, 2, 2, none, 1, 1, employed, 1, II/IIIa, VII/IIIb, no, yes, conserva, fairly s, not very, no, conserva, yes, not ment, not ment, not ment, not ment, not ment, 
49324377, 63601038, 3, 54, 1938, female, white, white br, inapplic, married, 0, none, none, none, none, none, employed, 0, IV, V/VI, yes, inapplic, conserva, fairly s, very int, can't vo, conserva, no, not ment, not ment, not ment, not ment, not ment, 
45064679, 63601038, 3, 45, 1946, female, white, inapplic, inapplic, married, 0, none, none, none, none, none, employed, 1, II/IIIa, VII/IIIb, yes, inapplic, conserva, not very, fairly i, can't vo, conserva, yes, not ment, not ment, not ment, active r, not ment, 
81396355, 63601038, 3, 16, 1976, male, white, inapplic, 1985, never ma, 0, none, none, none, none, none, ft studt, 0, VII/IIIb, II/IIIa, no, no, none, not at  a, not very, no, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
4544325, 41320344, 3, 56, 1936, male, white, white br, inapplic, married, 0, none, none, none, none, none, employed, 0, II/IIIa, II/IIIa, yes, inapplic, lib dem, fairly s, fairly i, yes, inapplic, yes, not ment, not ment, not ment, not ment, not ment, 
58774450, 41320344, 3, 52, 1940, female, white, white br, inapplic, married, 0, none, none, none, none, none, employed, 0, V/VI, VII/IIIb, no, yes, conserva, not very, not very, no, conserva, no, not ment, not ment, not ment, not ment, not ment, 
54495551, 41320344, 3, 30, 1962, female, white, inapplic, 1963, never ma, 0, none, none, none, none, none, employed, 1, VII/IIIb, I, yes, inapplic, conserva, not very, not very, can't vo, conserva, no, not ment, not ment, not ment, not ment, not ment, 
50154391, 74370551, 4, 54, 1938, male, white, white br, inapplic, married, 0, none, none, none, none, none, self-emp, 0, IV, V/VI, no, no, none, not at  a, fairly i, can't vo, labour, no, not ment, not ment, not ment, not ment, not ment, 
96024409, 74370551, 4, 53, 1939, female, white, inapplic, inapplic, married, 0, none, none, none, none, none, unemploy, 0, VII/IIIb, IV, no, yes, lib dem, not very, not very, can't vo, lib dem, no, not ment, not ment, not ment, not ment, not ment, 
14605619, 74370551, 4, 29, 1963, male, white, chinese, inapplic, never ma, 0, none, none, none, none, none, self-emp, 0, IV, IV, yes, inapplic, lib dem, fairly s, fairly i, no, lib dem, yes, not ment, not ment, member s, not ment, not ment, 
59646107, 74370551, 4, 21, 1971, male, white, inapplic, inapplic, never ma, 0, none, none, none, none, none, unemploy, 0, VII/IIIb, IV, no, yes, labour, not very, not at a, can't vo, labour, no, not ment, not ment, not ment, not ment, not ment, 
55734634, 65430057, 4, 47, 1945, male, white, white br, inapplic, married, 1, 1, 1, none, none, none, employed, 1, II/IIIa, IV, no, yes, labour, not very, very int, no, lib dem, yes, not ment, not ment, not ment, not ment, not ment, 
66734785, 65430057, 4, 44, 1948, male, white, inapplic, inapplic, married, 1, 1, 1, none, none, none, self-emp, 0, VII/IIIb, IV, proxy re, proxy re, none, not at  a, not very, no, lib dem, no, not ment, not ment, not ment, not ment, not ment, 
21026185, 65430057, 4, 19, 1973, male, white, inapplic, inapplic, never ma, 0, 1, 1, none, none, none, employed, 0, II/IIIa, IV, yes, inapplic, labour, not at  a, fairly i, can't vo, inapplic, yes, not ment, not ment, not ment, not ment, not ment, 
74454936, 28200305, 2, 41, 1951, male, white, white br, inapplic, married, 0, none, none, none, none, none, self-emp, 1, I, II/IIIa, yes, inapplic, lib dem, fairly s, fairly i, no, lib dem, yes, not ment, not ment, member s, not ment, not ment, 
17295223, 28200305, 2, 35, 1956, female, white, other wh, inapplic, married, 0, none, none, none, none, none, employed, 1, II/IIIa, I, yes, inapplic, lib dem, not very, fairly i, no, lib dem, no, not ment, not ment, member s, not ment, not ment, 
90935308, 94320209, 5, 34, 1958, male, other et, inapplic, 1966, married, 3, 3, 3, none, none, 3, employed, 0, II/IIIa, VII/IIIb, no, no, none, not at  a, not at a, can't vo, lib dem, yes, not ment, member t, not ment, not ment, not ment, 
7865638, 94320209, 5, 29, 1963, female, other et, white br, 1973, married, 3, 3, 3, none, none, 3, employed, 1, V/VI, VII/IIIb, no, no, none, not at  a, not at a, can't vo, lib dem, no, not ment, not ment, not ment, not ment, not ment, 
12683899, 26040671, 1, 71, 1921, female, white, inapplic, inapplic, widowed, 0, none, none, none, none, none, retired, 1, I, V/VI, yes, inapplic, conserva, fairly s, not at a, can't vo, conserva, no, not ment, not ment, not ment, not ment, not ment, 
93845123, 74140183, 4, 38, 1954, male, indian, asian/br, 1973, married, 2, 2, 2, none, none, 2, self-emp, 1, I, IV, no, no, none, not at  a, fairly i, no, conserva, yes, not ment, not ment, member s, active r, not ment, 
87405486, 74140183, 4, 31, 1961, female, indian, asian/br, 1972, married, 2, 2, 2, none, none, 2, family c, 0, II/IIIa, IV, no, no, none, not at  a, not very, can't vo, conserva, yes, not ment, not ment, member s, active r, not ment, 
10245359, 14990462, 3, 32, 1959, female, indian, asian/br, 1974, married, 1, 1, 1, 1, none, none, employed, 0, I, I, no, yes, conserva, not very, very int, can't vo, conserva, yes, not ment, member t, member s, not ment, not ment, 
39155445, 14990462, 3, 32, 1960, female, indian, asian/br, 1984, married, 1, 1, 1, none, 1, none, employed, 0, VII/IIIb, VII/IIIb, no, no, none, not at  a, not at a, no, conserva, no, not ment, not ment, not ment, active r, not ment, 
70274155, 46640915, 3, 62, 1930, female, white, white br, inapplic, widowed, 0, 1, 1, none, 1, none, family c, 0, VII/IIIb, VII/IIIb, no, no, none, not at  a, not very, no, lib dem, no, not ment, not ment, not ment, not ment, not ment, 
30375418, 46640915, 3, 31, 1960, female, white, white br, inapplic, never ma, 1, 1, 1, none, 1, none, employed, 1, II/IIIa, II/IIIa, no, no, none, not at  a, not at a, no, lib dem, no, not ment, not ment, not ment, not ment, not ment, 
82244243, 38640369, 3, 59, 1933, female, white, inapplic, inapplic, divorced, 0, none, none, none, none, none, family c, 0, VII/IIIb, I, yes, inapplic, labour, very str, not very, can't vo, labour, yes, not ment, not ment, not ment, active r, not ment, 
21955203, 38640369, 3, 36, 1956, male, white, white ir, inapplic, separate, 0, none, none, none, none, none, self-emp, 1, IV, IV, yes, inapplic, labour, fairly s, very int, can't vo, labour, no, not ment, not ment, not ment, not ment, not ment, 
96115609, 38640369, 3, 29, 1963, male, white, white br, inapplic, never ma, 0, none, none, none, none, none, unemploy, 0, II/IIIa, II/IIIa, no, no, none, not at  a, not very, yes, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
19795669, 71110869, 2, 28, 1964, male, white, inapplic, inapplic, widowed, 0, none, none, none, none, none, employed, 0, VII/IIIb, V/VI, yes, inapplic, labour, not very, fairly i, no, labour, yes, not ment, member t, member s, not ment, not ment, 
8226004, 71110869, 2, 22, 1969, female, white, inapplic, inapplic, living a, 0, none, none, none, none, none, ft studt, 1, V/VI, IV, no, yes, labour, not very, not very, no, labour, yes, not ment, member t, member s, not ment, not ment, 
6694960, 12020925, 5, 40, 1951, female, white, white br, inapplic, married, 3, 3, 3, none, none, 1, employed, 1, V/VI, VII/IIIb, no, yes, labour, not very, not very, can't vo, lib dem, no, not ment, not ment, member s, not ment, not ment, 
13635098, 12020925, 5, 38, 1954, female, white, white br, inapplic, married, 3, 3, 3, none, none, 1, employed, 1, VII/IIIb, V/VI, no, yes, labour, not very, fairly i, no, labour, yes, not ment, not ment, not ment, not ment, not ment, 
35625531, 44941219, 3, 30, 1962, female, white, white br, inapplic, married, 1, 1, 1, 1, none, none, family c, 0, VII/IIIb, V/VI, yes, inapplic, labour, very str, fairly i, can't vo, labour, no, not ment, not ment, not ment, not ment, not ment, 
65075623, 44941219, 3, 29, 1963, male, white, white br, inapplic, married, 1, 1, 1, 1, none, none, employed, 0, VII/IIIb, I, yes, inapplic, labour, fairly s, fairly i, no, labour, yes, not ment, member t, not ment, not ment, not ment, 
35484509, 89610038, 4, 50, 1942, female, banglade, asian/br, 1967, widowed, 1, 1, 1, none, none, none, employed, 1, VII/IIIb, I, no, no, none, fairly s, not very, no, labour, yes, not ment, not ment, not ment, not ment, not ment, 
42075967, 89610038, 4, 22, 1969, male, pakistan, inapplic, inapplic, never ma, 0, 1, 1, none, none, none, unemploy, 1, V/VI, II/IIIa, no, no, none, not at  a, not very, no, labour, yes, not ment, not ment, not ment, not ment, not ment, 
49896342, 89610038, 4, 16, 1976, female, pakistan, inapplic, inapplic, never ma, 0, 1, 1, none, none, none, ft studt, 0, IV, II/IIIa, no, no, none, not at  a, not very, no, inapplic, yes, not ment, not ment, not ment, not ment, not ment, 
33444280, 21121145, 1, 57, 1934, female, white, inapplic, inapplic, widowed, 0, none, none, none, none, none, lt sick, 0, VII/IIIb, IV, yes, inapplic, labour, fairly s, fairly i, no, labour, yes, not ment, not ment, not ment, not ment, not ment, 
89024810, 73641007, 1, 43, 1948, male, white, inapplic, inapplic, never ma, 0, none, none, none, none, none, gvt trng, 1, VII/IIIb, V/VI, no, no, none, not at  a, not at a, yes, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
5306158, 4261110, 4, 20, 1972, female, indian, inapplic, inapplic, never ma, 0, none, none, none, none, none, ft studt, 0, II/IIIa, V/VI, yes, inapplic, none, not very, not very, yes, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
83966201, 4261110, 4, 19, 1973, female, black-ot, mix w &, inapplic, never ma, 0, none, none, none, none, none, ft studt, 0, II/IIIa, II/IIIa, yes, inapplic, labour, fairly s, very int, no, labour, yes, not ment, not ment, member s, not ment, not ment, 
71006237, 4261110, 4, 18, 1974, female, white, inapplic, inapplic, never ma, 0, none, none, none, none, none, ft studt, 0, V/VI, IV, no, no, none, not at  a, not very, can't vo, labour, yes, not ment, not ment, not ment, active r, not ment, 
50016238, 4261110, 4, 18, 1974, female, white, inapplic, inapplic, never ma, 0, none, none, none, none, none, ft studt, 0, I, II/IIIa, yes, inapplic, conserva, fairly s, not at a, no, conserva, no, not ment, not ment, not ment, not ment, not ment, 
49024729, 38420617, 4, 45, 1947, male, white, white br, inapplic, married, 2, 2, 2, none, 1, 1, employed, 0, V/VI, V/VI, no, yes, labour, not very, not very, can't vo, labour, no, not ment, not ment, not ment, not ment, not ment, 
32794975, 38420617, 4, 40, 1952, female, white, white br, inapplic, married, 2, 2, 2, none, 1, 1, family c, 0, VII/IIIb, V/VI, no, no, none, not at  a, not at a, yes, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
17554804, 50201031, 4, 44, 1948, male, white, white br, inapplic, married, 2, 2, none, 1, 1, 2, self-emp, 0, IV, I, yes, inapplic, conserva, not very, not very, can't vo, conserva, yes, not ment, not ment, not ment, not ment, not ment, 
8285670, 50201031, 4, 28, 1964, female, white, white br, inapplic, married, 2, 2, 2, none, 1, 1, employed, 0, V/VI, IV, yes, inapplic, lib dem, very str, not very, no, lib dem, yes, not ment, not ment, not ment, not ment, not ment, 
37154518, 39960162, 2, 50, 1942, male, white, inapplic, inapplic, married, 0, none, none, none, none, none, employed, 0, II/IIIa, V/VI, proxy re, proxy re, none, not at  a, very int, no, conserva, yes, not ment, not ment, not ment, not ment, not ment, 
89464602, 39960162, 2, 48, 1944, female, white, inapplic, 1967, married, 0, none, none, none, none, none, employed, 0, II/IIIa, IV, yes, inapplic, conserva, fairly s, fairly i, can't vo, conserva, no, not ment, not ment, not ment, not ment, not ment, 
77455344, 28081060, 5, 34, 1958, male, white, white br, inapplic, married, 3, 3, 3, none, 1, 2, employed, 0, V/VI, V/VI, no, yes, labour, not very, not at a, can't vo, labour, yes, not ment, member t, not ment, not ment, not ment, 
77385380, 28081060, 5, 33, 1959, female, white, white br, 1964, married, 3, 3, 3, none, 1, 2, employed, 0, I, V/VI, no, no, none, not at  a, fairly i, no, labour, no, not ment, not ment, not ment, not ment, not ment, 
4125611, 19660306, 3, 29, 1963, female, white, inapplic, inapplic, never ma, 0, none, none, none, none, none, employed, 1, II/IIIa, II/IIIa, yes, inapplic, conserva, not very, fairly i, can't vo, inapplic, yes, not ment, member t, member s, not ment, not ment, 
58415921, 19660306, 3, 24, 1968, male, white, inapplic, 1990, married, 0, none, none, none, none, none, employed, 1, VII/IIIb, V/VI, no, yes, conserva, not very, fairly i, can't vo, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
46635933, 19660306, 3, 24, 1968, female, white, inapplic, inapplic, married, 0, none, none, none, none, none, employed, 1, II/IIIa, IV, no, yes, conserva, not very, not very, yes, inapplic, yes, not ment, not ment, member s, not ment, not ment, 
64746084, 27630754, 5, 20, 1971, female, white, inapplic, inapplic, never ma, 0, none, none, none, none, none, ft studt, 0, VII/IIIb, II/IIIa, no, yes, lib dem, not at  a, not at a, can't vo, lib dem, yes, not ment, not ment, not ment, not ment, not ment, 
7696111, 27630754, 5, 21, 1971, female, white, inapplic, inapplic, never ma, 0, none, none, none, none, none, ft studt, 1, VII/IIIb, II/IIIa, proxy re, proxy re, none, not at  a, not at a, no, lib dem, no, not ment, not ment, not ment, not ment, not ment, 
99166123, 27630754, 5, 21, 1971, female, white, inapplic, inapplic, never ma, 0, none, none, none, none, none, ft studt, 0, V/VI, IV, no, no, none, not at  a, not very, no, lib dem, yes, not ment, member t, not ment, not ment, not ment, 
64276131, 27630754, 5, 20, 1972, female, white, white br, inapplic, never ma, 0, none, none, none, none, none, ft studt, 1, II/IIIa, V/VI, no, yes, conserva, not very, fairly i, no, conserva, yes, not ment, not ment, not ment, not ment, not ment, 
52956144, 27630754, 5, 20, 1972, female, white, white br, inapplic, never ma, 0, none, none, none, none, none, ft studt, 0, II/IIIa, V/VI, no, no, none, not at  a, not very, can't vo, lib dem, yes, not ment, member t, not ment, not ment, not ment, 
27603880, 25371306, 1, 72, 1920, female, white, white we, inapplic, widowed, 0, none, none, none, none, none, retired, 0, II/IIIa, V/VI, yes, inapplic, conserva, not at  a, fairly i, can't vo, conserva, yes, not ment, not ment, not ment, not ment, not ment, 
82554189, 98361193, 2, 61, 1931, female, white, white br, inapplic, widowed, 0, none, none, none, none, none, employed, 0, VII/IIIb, VII/IIIb, no, yes, lib dem, not very, not at a, can't vo, lib dem, yes, not ment, not ment, not ment, active r, not ment, 
45585455, 98361193, 2, 31, 1960, male, white, inapplic, inapplic, never ma, 0, none, none, none, none, none, self-emp, 0, II/IIIa, V/VI, yes, inapplic, labour, fairly s, fairly i, no, labour, yes, not ment, member t, member s, not ment, not ment, 
87715229, 65010979, 3, 36, 1956, female, white, white br, inapplic, divorced, 2, 2, 2, none, none, 2, employed, 0, II/IIIa, V/VI, no, yes, lib dem, not very, fairly i, no, lib dem, yes, not ment, member t, not ment, not ment, not ment, 
74294472, 62330336, 1, 51, 1941, female, white, white br, inapplic, divorced, 0, none, none, none, none, none, employed, 0, V/VI, V/VI, no, yes, conserva, not very, fairly i, no, conserva, yes, not ment, member t, not ment, active r, not ment, 
40983710, 38941258, 2, 80, 1912, female, white, inapplic, inapplic, married, 0, none, none, none, none, none, retired, 0, VII/IIIb, IV, no, no, none, not at  a, not very, can't vo, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
93373761, 38941258, 2, 77, 1914, male, white, white br, inapplic, married, 0, none, none, none, none, none, retired, 0, V/VI, V/VI, no, no, none, not at  a, not very, yes, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
95284315, 35141268, 2, 56, 1936, female, white, inapplic, inapplic, married, 0, none, none, none, none, none, retired, 1, II/IIIa, II/IIIa, yes, inapplic, lib dem, fairly s, fairly i, can't vo, lib dem, yes, not ment, not ment, not ment, active r, not ment, 
16284366, 35141268, 2, 54, 1937, male, white, white we, inapplic, married, 0, none, none, none, none, none, employed, 0, V/VI, II/IIIa, yes, inapplic, conserva, fairly s, fairly i, can't vo, lib dem, yes, not ment, member t, not ment, not ment, not ment, 
56143658, 60970700, 1, 84, 1908, female, white, inapplic, inapplic, widowed, 0, none, none, none, none, none, retired, 0, VII/IIIb, VII/IIIb, yes, inapplic, labour, fairly s, fairly i, can't vo, labour, no, not ment, not ment, not ment, not ment, not ment, 
78165703, 39140069, 2, 27, 1965, female, white, inapplic, 1988, married, 0, none, none, none, none, none, employed, 1, VII/IIIb, I, no, yes, labour, fairly s, fairly i, yes, inapplic, yes, not ment, not ment, member s, not ment, not ment, 
86495867, 39140069, 2, 25, 1967, male, white, white br, inapplic, married, 0, none, none, none, none, none, unemploy, 1, VII/IIIb, IV, no, yes, labour, not very, fairly i, no, labour, no, not ment, not ment, member s, not ment, not ment, 
99514706, 45960408, 2, 45, 1946, male, white, white br, inapplic, married, 0, none, none, none, none, none, employed, 0, II/IIIa, II/IIIa, proxy re, proxy re, none, not at  a, not at a, can't vo, conserva, no, not ment, not ment, not ment, not ment, not ment, 
86244787, 45960408, 2, 44, 1948, female, white, inapplic, 1952, married, 0, none, none, none, none, none, family c, 0, II/IIIa, II/IIIa, no, no, none, very str, fairly i, no, conserva, yes, not ment, not ment, not ment, not ment, not ment, 
85373685, 38410574, 2, 82, 1910, female, white, inapplic, inapplic, married, 0, none, none, none, none, none, retired, 0, VII/IIIb, V/VI, yes, inapplic, conserva, not at  a, not at a, no, conserva, yes, not ment, not ment, not ment, not ment, not ment, 
31244114, 38410574, 2, 63, 1929, male, white, white br, inapplic, married, 0, none, none, none, none, none, unemploy, 0, VII/IIIb, II/IIIa, yes, inapplic, labour, fairly s, fairly i, can't vo, lib dem, yes, not ment, not ment, not ment, not ment, not ment, 
71604443, 81250281, 3, 51, 1940, male, white, inapplic, inapplic, married, 0, none, none, none, none, none, self-emp, 0, IV, II/IIIa, no, yes, conserva, not very, fairly i, can't vo, conserva, no, not ment, not ment, member s, not ment, not ment, 
1364467, 81250281, 3, 51, 1940, male, white, inapplic, inapplic, married, 0, none, none, none, none, none, self-emp, 0, IV, I, yes, inapplic, conserva, fairly s, fairly i, yes, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
57514493, 51571085, 4, 51, 1941, male, white, inapplic, inapplic, married, 0, none, none, none, none, none, employed, 0, II/IIIa, V/VI, yes, inapplic, labour, fairly s, fairly i, no, labour, no, member p, not ment, not ment, not ment, not ment, 
3504660, 51571085, 4, 46, 1945, female, white, inapplic, inapplic, married, 0, none, none, none, none, none, employed, 1, VII/IIIb, V/VI, yes, inapplic, labour, fairly s, fairly i, no, labour, yes, not ment, not ment, not ment, not ment, not ment, 
26706067, 51571085, 4, 22, 1970, female, white, white br, inapplic, never ma, 0, none, none, none, none, none, employed, 1, VII/IIIb, II/IIIa, yes, inapplic, labour, fairly s, fairly i, can't vo, labour, no, not ment, not ment, not ment, not ment, not ment, 
83216177, 51571085, 4, 19, 1973, female, white, white br, inapplic, never ma, 0, none, none, none, none, none, ft studt, 0, V/VI, II/IIIa, yes, inapplic, labour, not very, not very, no, labour, no, not ment, member t, not ment, not ment, not ment, 
48173953, 6780046, 1, 68, 1923, male, white, white br, inapplic, widowed, 0, none, none, none, none, none, retired, 0, VII/IIIb, IV, yes, inapplic, labour, fairly s, very int, can't vo, labour, no, not ment, not ment, not ment, not ment, not ment, 
39794277, 23921226, 1, 58, 1934, male, white, white br, inapplic, divorced, 0, none, none, none, none, none, lt sick, 0, VII/IIIb, V/VI, yes, inapplic, labour, not very, fairly i, can't vo, labour, no, not ment, not ment, not ment, not ment, not ment, 
6424192, 13721402, 1, 60, 1931, female, white, inapplic, inapplic, never ma, 0, none, none, none, none, none, lt sick, 0, IV, II/IIIa, no, yes, labour, not very, not at a, yes, inapplic, yes, not ment, not ment, not ment, active r, not ment, 
42504919, 4310186, 2, 42, 1950, female, white, other wh, inapplic, divorced, 1, 1, 1, none, none, 1, employed, 0, II/IIIa, II/IIIa, yes, inapplic, labour, not very, fairly i, no, labour, yes, member p, not ment, not ment, not ment, not ment, 
95855146, 14551236, 3, 37, 1955, male, white, white br, inapplic, married, 1, 1, 1, 1, none, none, employed, 1, II/IIIa, IV, yes, inapplic, labour, fairly s, very int, no, labour, yes, not ment, not ment, not ment, not ment, not ment, 
37775924, 14551236, 3, 24, 1968, female, white, white br, inapplic, married, 1, 1, 1, 1, none, none, unemploy, 1, II/IIIa, I, yes, inapplic, conserva, fairly s, not at a, can't vo, conserva, no, not ment, not ment, not ment, not ment, not ment, 
13914225, 75450388, 2, 59, 1932, female, white, white br, inapplic, widowed, 0, none, none, none, none, none, retired, 0, IV, II/IIIa, yes, inapplic, conserva, fairly s, fairly i, no, conserva, yes, not ment, not ment, not ment, active r, not ment, 
52105421, 75450388, 2, 31, 1960, female, white, inapplic, 1961, never ma, 0, none, none, none, none, none, employed, 0, II/IIIa, IV, yes, inapplic, conserva, not very, not very, can't vo, conserva, no, not ment, not ment, not ment, not ment, not ment, 
52395449, 62130319, 3, 32, 1960, female, white, white br, 1964, separate, 2, 2, none, 2, 1, 1, family c, 1, I, I, yes, inapplic, conserva, not very, not very, yes, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
25745449, 8930319, 3, 32, 1960, female, white, white br, 1964, separate, 2, 2, 2, 1, 1, none, family c, 1, I, I, yes, inapplic, conserva, not very, not very, yes, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
16025716, 22590112, 1, 27, 1965, male, white, other wh, inapplic, never ma, 0, none, none, none, none, none, self-emp, 1, I, I, no, yes, lib dem, not very, fairly i, can't vo, lib dem, yes, not ment, not ment, member s, not ment, not ment, 
40064283, 59470301, 3, 57, 1935, male, white, white br, inapplic, married, 0, none, none, none, none, none, employed, 1, II/IIIa, IV, yes, inapplic, conserva, not very, not very, can't vo, conserva, no, not ment, not ment, not ment, not ment, not ment, 
2754296, 59470301, 3, 57, 1935, female, white, white br, inapplic, married, 0, none, none, none, none, none, employed, 1, VII/IIIb, VII/IIIb, no, yes, conserva, not very, not very, can't vo, conserva, yes, not ment, not ment, not ment, active r, not ment, 
2055833, 59470301, 3, 26, 1966, male, white, inapplic, inapplic, never ma, 0, none, none, none, none, none, employed, 1, V/VI, VII/IIIb, no, yes, other pa, not at  a, fairly i, no, labour, yes, not ment, not ment, not ment, not ment, not ment, 
10224833, 51481213, 1, 42, 1949, male, white, inapplic, inapplic, divorced, 0, none, none, none, none, none, employed, 0, VII/IIIb, II/IIIa, yes, inapplic, labour, fairly s, fairly i, can't vo, labour, yes, not ment, member t, member s, not ment, not ment, 
20394642, 27390563, 1, 47, 1945, male, white, white br, inapplic, divorced, 0, none, none, none, none, none, employed, 0, I, V/VI, yes, inapplic, conserva, not very, not very, no, conserva, yes, not ment, not ment, member s, not ment, not ment, 
3293873, 26560668, 2, 72, 1920, male, white, inapplic, inapplic, married, 0, none, none, none, none, none, retired, 0, I, II/IIIa, yes, inapplic, lib dem, not very, fairly i, no, lib dem, yes, not ment, not ment, not ment, active r, not ment, 
56443972, 26560668, 2, 68, 1924, female, white, white br, 1927, married, 0, none, none, none, none, none, retired, 1, II/IIIa, II/IIIa, yes, inapplic, lib dem, fairly s, fairly i, no, lib dem, yes, not ment, not ment, not ment, active r, not ment, 
73124834, 65051353, 3, 42, 1949, male, white, white br, 1958, married, 1, 1, 1, none, none, none, self-emp, 1, I, I, no, yes, conserva, not very, not very, can't vo, conserva, yes, not ment, not ment, not ment, not ment, not ment, 
43433892, 61670756, 6, 71, 1921, female, white, inapplic, inapplic, widowed, 0, 3, none, none, 3, 3, family c, 0, V/VI, VII/IIIb, no, yes, none, not at  a, very int, no, labour, yes, not ment, not ment, not ment, not ment, not ment, 
78385579, 61670756, 6, 29, 1963, female, white, other mi, inapplic, married, 3, 3, 3, none, none, 3, employed, 0, II/IIIa, VII/IIIb, no, no, none, not at  a, not very, can't vo, conserva, yes, not ment, not ment, not ment, not ment, not ment, 
46873931, 71400548, 1, 69, 1923, male, white, white br, inapplic, never ma, 0, none, none, none, none, none, retired, 0, IV, IV, yes, inapplic, conserva, not very, not at a, can't vo, conserva, yes, not ment, not ment, not ment, not ment, not ment, 
61354576, 89871171, 4, 48, 1943, male, white, white br, inapplic, married, 0, none, none, none, none, none, employed, 0, II/IIIa, II/IIIa, no, no, none, not at  a, not very, can't vo, conserva, yes, not ment, member t, member s, not ment, not ment, 
99474655, 89871171, 4, 47, 1945, female, white, white br, inapplic, married, 0, none, none, none, none, none, employed, 0, VII/IIIb, IV, yes, inapplic, conserva, fairly s, fairly i, no, conserva, yes, not ment, not ment, member s, not ment, not ment, 
75965851, 89871171, 4, 24, 1967, female, white, white br, inapplic, never ma, 0, none, none, none, none, none, employed, 0, V/VI, II/IIIa, no, no, none, not at  a, not at a, can't vo, inapplic, yes, not ment, member t, member s, not ment, not ment, 
67576027, 89871171, 4, 22, 1970, female, white, white br, inapplic, never ma, 0, none, none, none, none, none, employed, 0, II/IIIa, II/IIIa, no, yes, conserva, not at  a, fairly i, no, conserva, no, not ment, not ment, member s, not ment, not ment, 
26483766, 67991147, 1, 78, 1914, female, white, inapplic, inapplic, divorced, 0, none, none, none, none, none, retired, 0, V/VI, VII/IIIb, no, yes, labour, not very, fairly i, can't vo, lib dem, yes, not ment, not ment, not ment, not ment, not ment, 
